FID,OBJECTID,SHAPE,KATEGORIE_TXT,ADRESSE,FLAECHE,SPORTSTAETTEN_ART,WEBLINK1,SE_ANNO_CAD_DATA
SPORTSTAETTENOGD.1043,1043,POINT (16.3349440833839 48.199080717776475),Turnsaal,"15., Zinckgasse 12-14",153,Turnsaal 153 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1044,1044,POINT (16.334817899266888 48.19926885405214),Turnsaal,"15., Zinckgasse 16",171,Turnsaal 171 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1045,1045,POINT (16.321277463363092 48.20824041113483),Schulsport outdoor,"16., Br¸ﬂlgasse 18",1095,Hartplatz 560 m≤<br />Hartplatz 535 m≤,,
SPORTSTAETTENOGD.1046,1046,POINT (16.321290915159896 48.20824940603973),Turnsaal,"16., Br¸ﬂlgasse 18",290,Turnsaal 145 m≤<br />Turnsaal 145 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1047,1047,POINT (16.332689221245865 48.212036790398116),Schulsport outdoor,"16., Gaullachergasse 49",184,Hartplatz 184 m≤,,
SPORTSTAETTENOGD.1048,1048,POINT (16.33270267603542 48.212045783961806),Turnsaal,"16., Gaullachergasse 49",134,Turnsaal 134 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1049,1049,POINT (16.31583095570261 48.212441912491755),Turnsaal,"16., Grubergasse 4",258,Turnsaal 132 m≤<br />Turnsaal 126 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1050,1050,POINT (16.31583095570261 48.212441912491755),Schulsport outdoor,"16., Grubergasse 4+6",200,Hartplatz 200 m≤,,
SPORTSTAETTENOGD.1051,1051,POINT (16.332698192840855 48.21064221945575),Turnsaal,"16., Grundsteingasse 48",200,Turnsaal 200 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1052,1052,POINT (16.332698192840855 48.21064221945575),Schulsport outdoor,"16., Grundsteingasse 48+56",518,Hartplatz 280 m≤<br />Hartplatz 238 m≤,,
SPORTSTAETTENOGD.1053,1053,POINT (16.332698192840855 48.21064221945575),Turnsaal,"16., Grundsteingasse 56",200,Turnsaal 200 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1054,1054,POINT (16.318203936815827 48.207875121883696),Turnsaal,"16., Herbststraﬂe 104",405,Turnsaal 405 m≤,,
SPORTSTAETTENOGD.1055,1055,POINT (16.321329490786834 48.20744470144544),Turnsaal,"16., Herbststraﬂe 86",292,Turnsaal 146 m≤<br />Turnsaal 146 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1056,1056,POINT (16.314054902097304 48.21165000748671),Schulsport outdoor,"16., Hettenkofergasse 15",600,Hartplatz 600 m≤,,
SPORTSTAETTENOGD.1057,1057,POINT (16.314068353521794 48.211659003231276),Turnsaal,"16., Hettenkofergasse 15",800,Sporthalle 800 m≤,,
SPORTSTAETTENOGD.1058,1058,POINT (16.31077385165103 48.219267353785455),Schulsport outdoor,"16., Julius-Meinl-Gasse 1",276,Hartplatz 276 m≤,,
SPORTSTAETTENOGD.1059,1059,POINT (16.310787304495577 48.219276349902145),Turnsaal,"16., Julius-Meinl-Gasse 1",160,Turnsaal 160 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1060,1060,POINT (16.314902752582217 48.209607726965515),Schulsport outdoor,"16., Koppstraﬂe 110",305,Hartplatz 305 m≤,,
SPORTSTAETTENOGD.1061,1061,POINT (16.31491620362048 48.20961672261404),Turnsaal,"16., Koppstraﬂe 110",978,Turnsaal 326 m≤<br />Turnsaal 326 m≤<br />Turnsaal 326 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1062,1062,POINT (16.32362715404621 48.20872434211097),Turnsaal,"16., Kreitnergasse 32",182,Turnsaal 182 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1063,1063,POINT (16.308035820290243 48.20868832526567),Turnsaal,"16., Landsteinergasse 4",135,Turnsaal 135 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1064,1064,POINT (16.329844861744277 48.20669760375092),Turnsaal,"16., Liebhartsgasse 19-21",221,Turnsaal 70 m≤<br />Turnsaal 151 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1065,1065,POINT (16.329858314637317 48.20670659765585),Schulsport outdoor,"16., Liebhartsgasse 19-21",224,Hartplatz 224 m≤,,
SPORTSTAETTENOGD.1066,1066,POINT (16.30760188029771 48.21239052841437),Turnsaal,"16., Lorenz-Mandl-Gasse 56-58",272,Turnsaal 136 m≤<br />Turnsaal 136 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1067,1067,POINT (16.305995372999103 48.21249111296819),Schulsport outdoor,"16., Maroltingergasse 69-71",544,Hartplatz 544 m≤,,
SPORTSTAETTENOGD.1068,1068,POINT (16.30600882323175 48.21250010965413),Turnsaal,"16., Maroltingergasse 69-71",627,Turnsaal 1+2+3 gesamt 627 m≤,,
SPORTSTAETTENOGD.1069,1069,POINT (16.309794434901264 48.21926065921314),Turnsaal,"16., Odoakergasse 48",159,Turnsaal 159 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1070,1070,POINT (16.306612997126802 48.21833008577357),Turnsaal,"16., Roterdstraﬂe 1",360,Turnsaal 180 m≤<br />Turnsaal 180 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1071,1071,POINT (16.332437989278024 48.204672180336225),Turnsaal,"16., Schinaglgasse 3-5",169,Turnsaal 111 m≤<br />Turnsaal 58 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1072,1072,POINT (16.31898853927688 48.210055276791444),Schulsport outdoor,"16., Schuhmeierplatz 7",756,Hartplatz 756 m≤,,
SPORTSTAETTENOGD.1073,1073,POINT (16.319001991148 48.2100642719613),Turnsaal,"16., Schuhmeierplatz 7",323,Turnsaal 189 m≤<br />Gymnastikraum 134 m≤,,
SPORTSTAETTENOGD.1074,1074,POINT (16.30814214946507 48.20911246931508),Turnsaal,"16., Wiesberggasse 7",137,Turnsaal 137 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1075,1075,POINT (16.31553026176392 48.2244738094281),Turnsaal,"17., Arzbergergasse 2",138,Turnsaal 138 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1076,1076,POINT (16.33633188240662 48.21602422999866),Turnsaal,"17., Geblergasse 29-31",264,Turnsaal 118 m≤<br />Turnsaal 146 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1077,1077,POINT (16.336345338878814 48.21603322312977),Schulsport outdoor,"17., Geblergasse 29-31",346,Hartplatz 346 m≤,,
SPORTSTAETTENOGD.1078,1078,POINT (16.33269861380501 48.216560623717925),Schulsport outdoor,"17., Geblergasse 56-58",1268,Hartplatz 1268 m≤,,
SPORTSTAETTENOGD.1079,1079,POINT (16.33271206978146 48.216569617273436),Turnsaal,"17., Geblergasse 56-58",484,Turnsaal 1+2 gesamt 484 m≤,,
SPORTSTAETTENOGD.1080,1080,POINT (16.31573310130176 48.22476864095404),Schulsport outdoor,"17., Halirschgasse 25",2400,Rasenfl‰che 2400 m≤,,
SPORTSTAETTENOGD.1081,1081,POINT (16.315746556456727 48.22477763648206),Turnsaal,"17., Halirschgasse 25",142,Turnsaal 142 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1082,1082,POINT (16.309904609899657 48.2259458357479),Schulsport outdoor,"17., Hernalser Hauptstraﬂe 220-222",640,Hartplatz 640 m≤,,
SPORTSTAETTENOGD.1083,1083,POINT (16.309918064341513 48.22595483195608),Turnsaal,"17., Hernalser Hauptstraﬂe 220-222",532,Turnsaal 405 m≤<br />Turnsaal 127 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1084,1084,POINT (16.33228506485652 48.21695361216649),Turnsaal,"17., Kalvarienberggasse 28",405,Turnsaal 1 405 m≤,,
SPORTSTAETTENOGD.1085,1085,POINT (16.331519447056905 48.2177260972171),Turnsaal,"17., Kindermanngasse 1",109,Turnsaal 109 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1086,1086,POINT (16.292045748009922 48.23169815886161),Turnsaal,"17., Knollgasse 4-6",395,Turnsaal 395 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1087,1087,POINT (16.292059200827534 48.23170715715003),Schulsport outdoor,"17., Knollgasse 4-6",4035,Rasenfl‰che 4035 m≤,,
SPORTSTAETTENOGD.1088,1088,POINT (16.33131711309506 48.222943020033135),Turnsaal,"17., Leopold-Ernst-Gasse 37",250,Turnsaal 95 m≤<br />Turnsaal 155 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1089,1089,POINT (16.32772478404854 48.215826798668395),Schulsport outdoor,"17., Parhamerplatz 18",4260,Hartplatz 4260 m≤,,
SPORTSTAETTENOGD.1090,1090,POINT (16.327738238961576 48.21583579280714),Turnsaal,"17., Parhamerplatz 18",526,Turnsaal 1+2 gesamt 526 m≤,,
SPORTSTAETTENOGD.1091,1091,POINT (16.334020877307605 48.21941301576592),Turnsaal,"17., Pezzlgasse 29",134,Turnsaal 134 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1092,1092,POINT (16.318967829924738 48.2217523237878),Turnsaal,"17., Redtenbachergasse 79",296,Turnsaal 148 m≤<br />Turnsaal 148 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1093,1093,POINT (16.33388416992754 48.21896569350186),Turnsaal,"17., Rˆtzergasse 2-4",202,Turnsaal 70 m≤<br />Turnsaal 132 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1094,1094,POINT (16.3338976267419 48.21897468691483),Schulsport outdoor,"17., Rˆtzergasse 2-4",1124,Hartplatz 339 m≤<br />Hartplatz 785 m≤,,
SPORTSTAETTENOGD.1095,1095,POINT (16.321789352105547 48.2195665617158),Turnsaal,"17., Wichtelgasse 67",336,Turnsaal 168 m≤<br />Turnsaal 168 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1096,1096,POINT (16.324772791476335 48.23329421479151),Turnsaal,"18., Alseggerstraﬂe 45",149,Turnsaal 149 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1097,1097,POINT (16.348436262370715 48.23022150451619),Turnsaal,"18., Anastasius-Gr¸n-Gasse 10",219,Turnsaal 78 m≤<br />Turnsaal 141 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1098,1098,POINT (16.34844972468525 48.23023049620766),Schulsport outdoor,"18., Anastasius-Gr¸n-Gasse 10",488,Hartplatz 488 m≤,,
SPORTSTAETTENOGD.1099,1099,POINT (16.324717632297727 48.23376473031366),Turnsaal,"18., Bischof-Faber-Platz 1",140,Turnsaal 140 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1100,1100,POINT (16.33995412897906 48.22903707885411),Turnsaal,"18., Cottagegasse 17",112,Turnsaal 112 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1101,1101,POINT (16.339338089892454 48.22930896086514),Turnsaal,"18., Haizingergasse 37",405,Turnsaal 405 m≤,,
SPORTSTAETTENOGD.1102,1102,POINT (16.342311387596965 48.22052216935508),Turnsaal,"18., Klettenhofergasse 3",94,Turnsaal 94 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1103,1103,POINT (16.334217500376507 48.22662049224893),Schulsport outdoor,"18., Klostergasse 25",864,Hartplatz 864 m≤,,
SPORTSTAETTENOGD.1104,1104,POINT (16.334230959255827 48.226629485610836),Turnsaal,"18., Klostergasse 25",190,Turnsaal 190 m≤,,
SPORTSTAETTENOGD.1105,1105,POINT (16.331954351081535 48.22643409586021),Turnsaal,"18., Kreuzgasse 74",1450,"2 Hallen,<br />Kletterwand gesamt 1450 m≤",http://www.univie.ac.at/USI-Wien/,
SPORTSTAETTENOGD.1106,1106,POINT (16.33360428756558 48.229691100514486),Turnsaal,"18., Kˆhlergasse 9",288,Turnsaal 288 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1107,1107,POINT (16.33361774714263 48.229700093943364),Schulsport outdoor,"18., Kˆhlergasse 9",416,Hartplatz 416 m≤,,
SPORTSTAETTENOGD.1108,1108,POINT (16.317116050383856 48.23730074929701),Turnsaal,"18., Scheibenberggasse 63",120,Turnsaal 120 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1109,1109,POINT (16.31727790574893 48.237244459047616),Schulsport outdoor,"18., Scheibenbergstraﬂe 63",282,Hartplatz 282 m≤,,
SPORTSTAETTENOGD.1110,1110,POINT (16.328168810356903 48.22919659321458),Turnsaal,"18., Scheidlstraﬂe 2",270,Turnsaal 171 m≤<br />Gymnastikraum 99 m≤,http://www.marianum.at/,
SPORTSTAETTENOGD.1111,1111,POINT (16.32818226885185 48.229205587280475),Schulsport outdoor,"18., Scheidlstraﬂe 2",800,Hartplatz 800 m≤,http://www.marianum.at/,
SPORTSTAETTENOGD.1112,1112,POINT (16.338704154393586 48.22460322283239),Turnsaal,"18., Schopenhauerstraﬂe 49",405,Turnsaal 405 m≤,,
SPORTSTAETTENOGD.1113,1113,POINT (16.335083337361354 48.226261316445644),Turnsaal,"18., Schopenhauerstraﬂe 79",288,Turnsaal 144 m≤<br />Turnsaal 144 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1114,1114,POINT (16.33459826502051 48.22648164348031),Turnsaal,"18., Schopenhauerstraﬂe 81",123,Turnsaal 123 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1115,1115,POINT (16.3388990822338 48.2254378724791),Turnsaal,"18., Schulgasse 57",111,Turnsaal 111 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1116,1116,POINT (16.34889838997254 48.22877175905857),Turnsaal,"18., Semperstraﬂe 45",757,Turnsaal 1 404 m≤<br />Turnsaal 2 209 m≤<br />Turnsaal 3 144 m≤,http://www.ams-wien.at,
SPORTSTAETTENOGD.1117,1117,POINT (16.33078124933318 48.22907875256559),Schulsport outdoor,"18., W‰hringer Straﬂe 173-181",1300,Rasenfl‰che 750 m≤<br />Hartplatz 550 m≤,,
SPORTSTAETTENOGD.1118,1118,POINT (16.33079470825501 48.229087746325874),Turnsaal,"18., W‰hringer Straﬂe 173-181",375,Turnsaal 235 m≤<br />Turnsaal 60 m≤<br />Turnsaal 80 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1119,1119,POINT (16.338684266621254 48.25143296827305),Schulsport outdoor,"19., Alfred Wegenergasse 10-12",1147,Hartplatz 1147 m≤,http://grinz.nls.at,
SPORTSTAETTENOGD.1120,1120,POINT (16.338697732793783 48.25144196107287),Turnsaal,"19., Alfred Wegenergasse 10-12",320,Turnsaal 1 160 m≤<br />Turnsaal 2 160 m≤,http://grinz.nls.at,
SPORTSTAETTENOGD.1121,1121,POINT (16.349333452301202 48.23777860678375),Schulsport outdoor,"19., Billrothstraﬂe 26-30",486,Hartplatz 486 m≤,,
SPORTSTAETTENOGD.1122,1122,POINT (16.349346916755767 48.23778759835809),Turnsaal,"19., Billrothstraﬂe 26-30",768,Turnsaal 1+2+3 gesamt 768 m≤,,
SPORTSTAETTENOGD.1123,1123,POINT (16.344963087655845 48.24308542285552),Turnsaal,"19., Billrothstraﬂe 73",760,Turnsaal 1+2 gesamt 760 m≤,,
SPORTSTAETTENOGD.1124,1124,POINT (16.344976552737474 48.243094414933225),Schulsport outdoor,"19., Billrothstraﬂe 73",5554,Rasenfl‰che 3792 m≤<br />Hartplatz 1762 m≤,,
SPORTSTAETTENOGD.1125,1125,POINT (16.29627380448565 48.25205545681778),Turnsaal,"19., Celtesgasse 2",96,Turnsaal 96 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1126,1126,POINT (16.29628726338201 48.25206445458108),Schulsport outdoor,"19., Celtesgasse 2",497,Hartplatz 241 m≤<br />Hartplatz 256 m≤,,
SPORTSTAETTENOGD.1127,1127,POINT (16.339173569198763 48.24412254285368),Turnsaal,"19., Flotowgasse 25",218,Turnsaal 218 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1128,1128,POINT (16.359428761040903 48.25386703439016),Turnsaal,"19., Grinzinger Straﬂe 88",288,Turnsaal 288 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1129,1129,POINT (16.359442231489123 48.253876024755975),Schulsport outdoor,"19., Grinzinger Straﬂe 88",1258,Hartplatz 1258 m≤,,
SPORTSTAETTENOGD.1130,1130,POINT (16.34811588726173 48.234701200949765),Schulsport outdoor,"19., Gymnasiumstraﬂe 75",0,Hartplatz m≤,,
SPORTSTAETTENOGD.1131,1131,POINT (16.34844115607758 48.235438423552),Turnsaal,"19., Gymnasiumstraﬂe 83",810,Turnsaal 1+2 gesamt 810 m≤,,
SPORTSTAETTENOGD.1132,1132,POINT (16.348454619761704 48.235447415234546),Schulsport outdoor,"19., Gymnasiumstraﬂe 83",1578,Hartplatz 1578 m≤,,
SPORTSTAETTENOGD.1133,1133,POINT (16.35373117237802 48.242605525110726),Turnsaal,"19., Hofzeile 22",1092,Turnsaal 1 462 m≤<br />Turnsaal 2 462 m≤<br />Turnsaal 3 168 m≤,http://www.maria-regina.at,
SPORTSTAETTENOGD.1134,1134,POINT (16.353744638870126 48.24261451616221),Schulsport outdoor,"19., Hofzeile 22",776,Hartplatz 776 m≤,http://www.maria-regina.at,
SPORTSTAETTENOGD.1135,1135,POINT (16.337268678518726 48.242700676341805),Schulsport outdoor,"19., In der Krim 6",314,Hartplatz 314 m≤,,
SPORTSTAETTENOGD.1136,1136,POINT (16.337282142150812 48.24270966932119),Turnsaal,"19., In der Krim 6",271,Turnsaal 271 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1137,1137,POINT (16.352229803359783 48.240260788868596),Turnsaal,"19., Kreindlgasse 24",163,Turnsaal 163 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1138,1138,POINT (16.325809763843537 48.242359657244386),Turnsaal,"19., Krottenbachstraﬂe 108",449,Turnsaal 161 m≤<br />Turnsaal 288 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1139,1139,POINT (16.325823225377352 48.242368651565904),Schulsport outdoor,"19., Krottenbachstraﬂe 108",3000,Rasenfl‰che 3000 m≤,,
SPORTSTAETTENOGD.1140,1140,POINT (16.344779793015558 48.24038156414194),Turnsaal,"19., Krottenbachstraﬂe 11",672,Turnsaal 1+2 gesamt 672 m≤,,
SPORTSTAETTENOGD.1141,1141,POINT (16.344793257355384 48.24039055624543),Schulsport outdoor,"19., Krottenbachstraﬂe 11",1472,Hartplatz 1472 m≤,,
SPORTSTAETTENOGD.1142,1142,POINT (16.34990491596494 48.28503564214194),Vereinssport outdoor,"19., Kuchelau 235",285,Fischerei 285 m≤,"http://www.fischundwasser.at/index.php?mact=vereine,cntnt01,default,0&cntnt01what=vereinsname&cntnt01alias=Heiligenstadt&cntnt01returnid=57",
SPORTSTAETTENOGD.1143,1143,POINT (16.339066281998193 48.25589641708223),Turnsaal,"19., Managettagasse 1",112,Turnsaal 112 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1144,1144,POINT (16.339066281998193 48.25589641708223),Schulsport outdoor,"19., Mannagettagasse 1",1892,Rasenfl‰che 1892 m≤,,
SPORTSTAETTENOGD.1145,1145,POINT (16.353460719788934 48.24347834890218),Schulsport outdoor,"19., Max-Patat-Weg",1956,"Rasenfl‰che,<br />Hartplatz gesamt 1956 m≤",,
SPORTSTAETTENOGD.1146,1146,POINT (16.36329616255138 48.25767116466913),Turnsaal,"19., Oskar-Spiel-Gasse 3",585,Turnsaal 180 m≤<br />Turnsaal 405 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1147,1147,POINT (16.363309634677044 48.25768015457557),Schulsport outdoor,"19., Oskar-Spiel-Gasse 3",1610,Hartplatz 589 m≤<br />Rasenfl‰che 1021 m≤,,
SPORTSTAETTENOGD.1148,1148,POINT (16.354234440726096 48.23578703655403),Turnsaal,"19., Pantzergasse 25",141,Turnsaal 141 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1149,1149,POINT (16.333709329092684 48.23737097214988),Turnsaal,"19., Peter-Jordanstraﬂe 78-80",384,Turnsaal 300 m≤<br />Gymnastikraum 84 m≤,http://www.modul.at/,
SPORTSTAETTENOGD.1150,1150,POINT (16.351391326217282 48.2411095850994),Turnsaal,"19., Pyrkergasse 14-16",316,Turnsaal 153 m≤<br />Turnsaal 163 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1151,1151,POINT (16.351404791906695 48.241118576427354),Schulsport outdoor,"19., Pyrkergasse 14-16",2361,Hartplatz 1336 m≤<br />Rasenfl‰che 1025 m≤,,
SPORTSTAETTENOGD.1152,1152,POINT (16.28785203512837 48.25371479101965),Turnsaal,"19., Salmannsdorferstraﬂe 47",1800,Tennishalle 1000 m≤<br />Turnsaal 1 400 m≤<br />Turnssal 2 400 m≤,http://www.ais.at/,
SPORTSTAETTENOGD.1153,1153,POINT (16.28786549298172 48.253723789765736),Schulsport outdoor,"19., Salmannsdorferstraﬂe 47",24170,Sportpl‰tze 24170 m≤,http://www.ais.at/,
SPORTSTAETTENOGD.1154,1154,POINT (16.337922941663052 48.25583609767885),Turnsaal,"19., Strassergasse 37-39",529,Turnsaal 1 360 m≤<br />Turnsaal 2 169 m≤,http://www.hlw19.at/,
SPORTSTAETTENOGD.1155,1155,POINT (16.33793640885837 48.25584509056088),Schulsport outdoor,"19., Strassergasse 37-39",1184,Hartplatz 1184 m≤,http://www.hlw19.at/,
SPORTSTAETTENOGD.1156,1156,POINT (16.328725742351835 48.2492650657708),Turnsaal,"19., Windhabergasse 2d",140,Turnsaal 140 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1157,1157,POINT (16.328739206209082 48.24927405974016),Schulsport outdoor,"19., Windhabergasse 2d",860,Rasenfl‰che 860 m≤,,
SPORTSTAETTENOGD.1158,1158,POINT (16.38353837332178 48.23903454130272),Schulsport outdoor,"20., Allerheiligenplatz 7",5306,Hartplatz 5306 m≤,,
SPORTSTAETTENOGD.1159,1159,POINT (16.383551844096566 48.239043528867306),Turnsaal,"20., Allerheiligenplatz 7",231,Turnsaal 168 m≤<br />Turnsaal 63 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1160,1160,POINT (16.363339163988943 48.23142446396074),Turnsaal,"20., Brigittenauer L‰nde 66",849,Turnsaal 398 m≤<br />Turnsaal 451 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1161,1161,POINT (16.367270029679492 48.24028871514445),Turnsaal,"20., Dietmayrgasse 3",288,Turnsaal 288 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1162,1162,POINT (16.36728349793499 48.24029770461352),Schulsport outdoor,"20., Dietmayrgasse 3",1552,Hartplatz 512 m≤<br />Rasenfl‰che 1040 m≤,,
SPORTSTAETTENOGD.1163,1163,POINT (16.383204158860966 48.24144177920119),Turnsaal,"20., Engerthstraﬂe 78-80",316,Turnsaal 158 m≤<br />Turnsaal 158 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1164,1164,POINT (16.374220830152925 48.23155536423292),Turnsaal,"20., Greiseneckergasse 29",112,Turnsaal 112 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1165,1165,POINT (16.374220830152925 48.23155536423292),Turnsaal,"20., Greiseneckergasse 31",112,Turnsaal 112 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1166,1166,POINT (16.370413621572844 48.22787234406827),Turnsaal,"20., J‰gerstraﬂe 11-13",52,Turnsaal 52 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.1167,1167,POINT (16.37463675227276 48.229397410872004),Turnsaal,"20., Karajangasse 14",1092,Turnsaal 1+2+3 gesamt 1092 m≤,,
SPORTSTAETTENOGD.1168,1168,POINT (16.36696900080464 48.235371802346414),Turnsaal,"20., Leipziger Platz 1",296,Turnsaal 161 m≤<br />Turnsaal 135 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
