FID,OBJECTID,SHAPE,BEZEICHNUNG,BETREIBER,ADRESSE,WEBLINK1,TYP_TXT,TXTATT1,KONTAKT,SE_ANNO_CAD_DATA
KINDERGARTENOGD.877743,877743,POINT (16.37636893482549 48.17439862124918),Pfarrkindergarten d. Pfarre St. Johann Evangelist,St. Nikolausstiftung Erzdiözese Wien,"10., Leibnizgasse 19",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877744,877744,POINT (16.388322271844757 48.15904683928867),Institut Neulandschulen,Vereinigung katholischer Kindertagesheime,"10., Ludwig von Höhnelgasse 17-19",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,688 11 95/23,
KINDERGARTENOGD.877730,877730,POINT (16.32318992457897 48.187059961116326),Kindergarten,Wiener Kinderfreunde,"15., Weiglgasse 5-11",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 892 02 27,
KINDERGARTENOGD.877821,877821,POINT (16.317300625980682 48.20969079032588),Kindergarten,Wiener Kindergärten,"16., Pfenninggeldgasse 6-12",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 864 064,
KINDERGARTENOGD.877822,877822,POINT (16.441037124664597 48.193388386611275),Kindergarten,Wiener Kindergärten,"2., Aspernallee 2",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre",Öffentlich,+43 676 811 864 845,
KINDERGARTENOGD.877823,877823,POINT (16.421542782386606 48.21319386131076),Kindergarten,Wiener Kindergärten,"2., Dr.-Natterer-Gasse 1",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,+43 676 811 862 404,
KINDERGARTENOGD.877824,877824,POINT (16.396470185172696 48.22981347633605),Kindergarten,Wiener Kindergärten,"2., Engerthstraße 152A",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 082,
KINDERGARTENOGD.877825,877825,POINT (16.413523216519902 48.218023389249865),Kindergarten,Wiener Kindergärten,"2., Engerthstraße 237",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 378,
KINDERGARTENOGD.877826,877826,POINT (16.417047140942614 48.21534954122609),Kindergarten,Wiener Kindergärten,"2., Engerthstraße 249-253",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Öffentlich,+43 676 811 862 410,
KINDERGARTENOGD.877827,877827,POINT (16.409522947799918 48.22108701695086),Kindergarten,Wiener Kindergärten,"2., Handelskai 214",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 445,
KINDERGARTENOGD.877828,877828,POINT (16.379494481751607 48.21401953964579),Kindergarten,Wiener Kindergärten,"2., Kleine Sperlgasse 2a",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Hortgruppe 6-10 Jahre,Öffentlich,+43 676 811 862 597,
KINDERGARTENOGD.877829,877829,POINT (16.40128426821415 48.22343245521171),Kindergarten,Wiener Kindergärten,"2., Lassallestraße 40",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Integrationshort 6-10 Jahre,Öffentlich,+43 676 811 864 849,
KINDERGARTENOGD.877830,877830,POINT (16.379522089147855 48.219610039475874),Kindergarten,Wiener Kindergärten,"2., Obere Augartenstraße 68",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 861 453,
KINDERGARTENOGD.877831,877831,POINT (16.394157505394134 48.21366233045028),Kindergarten,Wiener Kindergärten,"2., Vivariumstraße 8",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,+43 676 811 862 422,
KINDERGARTENOGD.877832,877832,POINT (16.402886207588207 48.223528481359786),Kindergarten,Wiener Kindergärten,"2., Vorgartenstraße 191",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Hortgruppe 6-10 Jahre,Öffentlich,+43 676 811 862 937,
KINDERGARTENOGD.877833,877833,POINT (16.382668375410034 48.21481751933791),Kindergarten,Wiener Kindergärten,"2., Zirkusgasse 5",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Hortgruppe 6-10 Jahre,Öffentlich,+43 676 811 862 417,
KINDERGARTENOGD.877834,877834,POINT (16.3520536153676 48.2101660453423),Kindergarten,Kinder in Wien,"8., Lange Gasse 36",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,,
KINDERGARTENOGD.877835,877835,POINT (16.28225841518808 48.14756839206933),Kindergarten,Verein Kindergarten Tausendfüssler,"23., Endresstraße 59",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,,
KINDERGARTENOGD.877836,877836,POINT (16.283539295308067 48.143298976860486),Kindergarten,Wiener Kinderfreunde,"23., Keltengasse 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,+43 1 888 73 16,
KINDERGARTENOGD.877745,877745,POINT (16.37058533477648 48.165776979146166),Pfarre zu den hl. Aposteln,St. Nikolausstiftung Erzdiözese Wien,"10., Salvatorianerplatz 1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877746,877746,POINT (16.3814484896737 48.174668952610084),´CASA - Leben im Alter´,Vereinigung katholischer Kindertagesheime,"10., Waldgasse 25",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877747,877747,POINT (16.335625036435175 48.18125259195863),Kindergarten d. Pfarre Meidling,St. Nikolausstiftung Erzdiözese Wien,"12., Albrechtsbergergasse 6",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877748,877748,POINT (16.318879600286788 48.17610592712797),KTH d. Pfarre Gatterhölzl,St. Nikolausstiftung Erzdiözese Wien,"12., Hohenbergstraße 42A",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877749,877749,POINT (16.32146936697842 48.16257334996047),KTH d. Pfarre Altmannsdorf,St. Nikolausstiftung Erzdiözese Wien,"12., Khleslplatz 7",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877750,877750,POINT (16.303660730045316 48.165292596308035),Kindergarten,Pfarre Hetzendorf,"12., Marschallplatz 6A",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877751,877751,POINT (16.33461018433667 48.1758545810824),Klosterkindergarten der Kreuzschwestern,Vereinigung katholischer Kindertagesheime,"12., Murlingengasse 71-73",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877752,877752,POINT (16.29262508597176 48.17774953363601),Betriebskindergarten - ORF Wien,Kinder in Wien,"13., Elisabethallee 97",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,+43 1 803 01 33,
KINDERGARTENOGD.877753,877753,POINT (16.31237010689089 48.20973790402123),Kindergarten,Wiener Kinderfreunde,"16., Koppstraße 103",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,+43 1 494 92 96,
KINDERGARTENOGD.877754,877754,POINT (16.276377237842446 48.1835616706875),Pfarrkindergarten der Pfarre zum guten Hirten,St. Nikolausstiftung Erzdiözese Wien,"13., Schrutkagasse 33",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Familiengruppe 3-10 Jahre",Privat,,
KINDERGARTENOGD.877755,877755,POINT (16.28174610210491 48.17714847824083),Pfarrkindergarten Lainz,St. Nikolausstiftung Erzdiözese Wien,"13., Jagdschloßgasse 2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 804 28 19,
KINDERGARTENOGD.877756,877756,POINT (16.27649488215395 48.17719830803439),Kindergarten des Seraphisches Liebeswerk,Vereinigung katholischer Kindertagesheime,"13., Jagdschloßgasse 37",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877757,877757,POINT (16.26250008104727 48.19275602101442),KTH  Schulverein der Dominikanerinnen,Vereinigung katholischer Kindertagesheime,"13., Schloßberggasse 17/KDG",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,+ 43 1 877 36 91/229,
KINDERGARTENOGD.877758,877758,POINT (16.26250008104727 48.19275602101442),Schulverein der Dominikanerinnen - Hortgruppe,Vereinigung katholischer Kindertagesheime,"13., Schloßberggasse 17/HO",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,,
KINDERGARTENOGD.877759,877759,POINT (16.28080251515898 48.164191382618),Pfarrkindergarten St. Josef der Pfarre Lainz,St. Nikolausstiftung Erzdiözese Wien,"13., Speisinger Straße 107",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,,
KINDERGARTENOGD.877760,877760,POINT (16.26620641751987 48.18793284798654),KTH des Schulvereines d. Schulschw. v. 3. Orden des heiligen Franziskus,Vereinigung katholischer Kindertagesheime,"13., Vitusgasse 2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877761,877761,POINT (16.292527854597868 48.17220562042895),Kindertagesheim der Pfarre St. Hemma,St. Nikolausstiftung Erzdiözese Wien,"13., Wattmanngasse 105",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877762,877762,POINT (16.307076014886665 48.2019413124428),Pfarramt Breitensee,St. Nikolausstiftung Erzdiözese Wien,"14., Breitenseer Straße 35",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877763,877763,POINT (16.257150710865744 48.20329456614264),Kindergarten,Pfarre Hütteldorf,"14., Hüttelbergstraße 1B",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877764,877764,POINT (16.33054786112125 48.20265907103606),Pfarre Neufünfhaus,St. Nikolausstiftung Erzdiözese Wien,"15., Burjanplatz 2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877765,877765,POINT (16.334268811151407 48.190829180442755),Kindertagesheim des Schulverbundes SSND Österreich/Schulschwestern Notre Dame,Vereinigung katholischer Kindertagesheime,"15., Fünfhausgasse 23-25",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,,
KINDERGARTENOGD.877766,877766,POINT (16.337005476513017 48.19243906360623),Schulverein De La Salle,Vereinigung katholischer Kindertagesheime,"15., Gebrüder-Lang-Gasse 4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877767,877767,POINT (16.33002045326493 48.18936152476196),Kindertagesheim der Pfarre Reindorf,St. Nikolausstiftung Erzdiözese Wien,"15., Oelweingasse 2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877768,877768,POINT (16.330064626936508 48.19924127553854),Kindertagesheim der Pfarre St. Antonius v. PADUA,St. Nikolausstiftung Erzdiözese Wien,"15., Pouthongasse 16-18",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Familiengruppe 0-6 Jahre,<br>Familiengruppe 3-10 Jahre",Privat,,
KINDERGARTENOGD.877769,877769,POINT (16.335716846616414 48.20724149840138),Kindertagesheim der Pfarre Maria Namen,St. Nikolausstiftung Erzdiözese Wien,"16., Hippgasse 29",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,,
KINDERGARTENOGD.877770,877770,POINT (16.32289164872009 48.20746854292933),Kindergarten,Pfarre Schmelz,"16., Kreitnergasse 19",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877771,877771,POINT (16.308196152095775 48.21373470313237),Pfarre - Alt Ottakring,St. Nikolausstiftung Erzdiözese Wien,"16., Ottakringer Straße 215",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Familiengruppe 3-10 Jahre",Privat,,
KINDERGARTENOGD.877772,877772,POINT (16.318195075304956 48.21556275342339),Pfarre ´Zur hl. Familie´ - Neu Ottakring,St. Nikolausstiftung Erzdiözese Wien,"16., Rückertgasse 5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 664/965 91 41,
KINDERGARTENOGD.877773,877773,POINT (16.306171511693044 48.22381211051305),Kindertagesheim der Pfarre St. Josef -Sandleiten,St. Nikolausstiftung Erzdiözese Wien,"16., Sandleitengasse 53",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,,
KINDERGARTENOGD.877774,877774,POINT (16.251344750160186 48.13709543595505),Kongr.d.Barmherz. Schw.v.hl. Karl Borromäus,Vereinigung katholischer Kindertagesheime,"23., Breitenfurter Straße 511",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,,
KINDERGARTENOGD.877775,877775,POINT (16.347371002420847 48.149491134195884),Kindertagesheim des Pfarramt St. Nikolaus - Inzersdorf,St. Nikolausstiftung Erzdiözese Wien,"23., Draschestraße 105",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877776,877776,POINT (16.281556256018618 48.13372793712225),Pfarramt Liesing,St. Nikolausstiftung Erzdiözese Wien,"23., Perchtoldsdorfer Straße 9",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877777,877777,POINT (16.27063415551419 48.15439598825865),Pfarrkindergarten St. Erhard,St. Nikolausstiftung Erzdiözese Wien,"23., Speisinger Straße 230",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877778,877778,POINT (16.255136723711217 48.13162799689598),Schulverein Institut St. Christiana,Vereinigung katholischer Kindertagesheime,"23., Willergasse 55",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,,
KINDERGARTENOGD.877779,877779,POINT (16.34052762436428 48.18702821801934),Kindergarten,Verein Vindobini,"12., Schönbrunner Straße 152/2/1. Stock",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877780,877780,POINT (16.364955332984657 48.1756586814853),"Verein Kindergarten ""MAXI""",Herta Seper und Sonja Koliha,"10., Buchengasse 136",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,602 59 09,
KINDERGARTENOGD.877781,877781,POINT (16.39296999397475 48.175251712742934),Kindergarten,Verein Bambi Privatkindergarten,"10., Gudrunstraße 17/2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,,
KINDERGARTENOGD.877782,877782,POINT (16.372673055400963 48.179345233212175),MAX UND MORITZ,Alt-Wien - MUKU,"10., Hasengasse 9",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877783,877783,POINT (16.364279692726317 48.17519416925402),Privatkindergarten ´ALI BABA´,Verein Vindobini,"10., Karmarschgasse 52",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877784,877784,POINT (16.380573865372277 48.17499314087482),Schatzinsel,Verein Kindergarten Schatzinsel,"10., Quellenstraße 97",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Halbtagskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,920 70 01,
KINDERGARTENOGD.877785,877785,POINT (16.369297865169504 48.17616571493741),ARCHE NOAH,Verein Arche Noah Wien,"10., Van-der-Nüll-Gasse 29",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877786,877786,POINT (16.27910791045178 48.190174055287756),´LARIFARI´,Mag. Pharm. Harald Wächter,"13., Auhofstraße 96",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877787,877787,POINT (16.299462343378337 48.194899989575774),Kindergarten,Gemeinnütziger Kinderbetreuungsverein Ameisgasse,"14., Ameisgasse 49-51/1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Familiengruppe 3-10 Jahre",Privat,,
KINDERGARTENOGD.877788,877788,POINT (16.304618700611172 48.195186959178805),Kindergarten,Verein für Integrative Lebensgestaltung,"14., Goldschlagstraße 169",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Familiengruppe 0-6 Jahre,<br>Familiengruppe 3-10 Jahre",Privat,,
KINDERGARTENOGD.877789,877789,POINT (16.260198479998692 48.20641140649854),STEINBÖCKENALM,Gabriele Pacult,"14., Steinböckengasse 29",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877790,877790,POINT (16.326037739166107 48.20281605747307),BRUNHILDENGASSE,"Verein Bildungskindergarten fun&care, gemeinn. GmbH.","15., Brunhildengasse 1A",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 3-10 Jahre",Privat,+43 1 786 50 88,
